|horoscope|pub_date|zodiac
350|There may be certain patterns of behavior that you would like to overcome but you have got to be sensible about it. You can’t change overnight, nor can you just give things up. Think long-term and replace bad habits with good habits. |11-24-2014|libra
351|Feelings you thought you had outgrown or left behind will make a return over the next two or three days but they are nothing to worry about. Remember though that you cannot turn the clock back, no matter how strong your feelings may be.  |11-25-2014|libra
352|A dream you’ve had for years is about to become a reality. It may not come about in the precise way you expected but that doesn’t matter – the important thing is that you recognize how fortunate you are and make the most of the opportunity.|11-26-2014|libra
353|Even if you are happy with the way life is going it will pay you to try something different today. A new routine may seem a little odd to begin with but once you get used to it you will wonder why you did not change sooner.|11-27-2014|libra
354|Someone will say something today that is extremely flattering, but don’t let it go to your head. The praise may be thoroughly deserved but if you allow your pride to grow it may get in the way of seeing what still needs to be done.|11-28-2014|libra
355|If you feel the need to escape from duties and obligations then now is the time. The Sun in Sagittarius makes it easy for you to take a short break but no one will give it to you, so get up and go and come back on Monday refreshed.|11-29-2014|libra
356|The planets warn this may not be the best of times to back your hunches – not because they are wrong necessarily but because you will have better options to choose from later in the week. You will sense when the moment is right.|11-30-2014|libra
357|Something is missing from your life and you won’t be happy until you find out what it is. According to the planets it is not something “out there” in the world but something “in here” in your heart. Change your outlook and your life will change too.  |12-01-2014|libra
358|You may be wondering if you would be better off in a different place with a different group of people. Maybe you would, but don’t make any hasty decisions. The full moon at the weekend will point you in the right direction. |12-02-2014|libra
359|If you hope for the best today you will surely get it. What you need to realize is that you always attract into your life the kind of luck you think you deserve. You deserve the best, so expect it and it will be given to you.|12-03-2014|libra
360|Employers and people in positions of authority will flatter you shamelessly today. Are they after something? Of course they are! The fact is you are in a great position and have every right to use it to get a better deal for yourself.|12-04-2014|libra
361|Today’s full moon is sure to cause some tension, but because it falls in your fellow Air sign of Gemini you should be able to handle it. Remember too that the best way to handle people who annoy you is simply to ignore them.|12-06-2014|libra
362|An instant response may not be the best response over the next few days, so take your time and make sure you communicate your true feelings. Remember too that you are always loved, no matter how difficult a particular day may be.|12-07-2014|libra
363|If you make an effort to get to know someone you previously thought of as boring you may be surprised to find they are more interesting than you imagine. They say you can’t judge a book by its cover and in this case that may be true. |12-08-2014|libra
364|You will hear something today that sounds too good to be true and you are right to be suspicious because what you are being told is only half the story. Listen to your inner voice – it knows the difference between fact and fiction. |12-09-2014|libra
365|Cosmic activity in one of the more sensitive areas of your chart could make you more emotional than usual but maybe that’s no bad thing. Let loved ones know that you still care for them, even though your life seems to revolve around work at the moment.|12-10-2014|libra
366|Some of the people you meet today and tomorrow could be very important to you professionally or financially in the future, so be on your best behavior and dress to impress. You know how to flirt, don’t you? That will help too!|12-11-2014|libra
367|If you find it hard to make up your mind about what you should be doing today then ask someone you trust. Even if you disagree with them and do the exact opposite of what they suggest you will at least be doing something.|12-12-2014|libra
368|Forget about details and other petty distractions over the next 48 hours. Focus on the big picture and let others worry about the small stuff. Despite what some people might say you don’t have to be in control of each and every situation.|12-13-2014|libra
369|If a loved one insists on having their own way over something trivial it might be wise to play along and at least pretend you agree with them. If it earns you the space you need to get more important things done then it’s a sacrifice worth making.|12-14-2014|libra
370|You will be in a confident mood today but because you think you can get away with anything you might try something you know is forbidden. It may work out okay in the short-term but in the long-term you will certainly regret it.|12-15-2014|libra
371|You don’t have to explain your motives or your actions to anyone. If someone demands to know what you are doing just tell them to mind their own business. The atmosphere may be tense for a while but they’ll get the message. |12-16-2014|libra
372|Be wary of those who offer you something for nothing today. They may not want any kind of payment for it now but it will give them lots of leverage later on when they want something from you. Don’t be fooled. |12-17-2014|libra
373|There may be all sorts of exciting things going on in your social environment but you must ignore them all and focus on getting a family matter sorted. Let loved ones know it’s time to draw a line under a long-running feud. |12-18-2014|libra
374|If you go after your target too directly or too forcefully today you may find that it eludes you. You’ve got to be subtle in your approach, you’ve got to bide your time and wait for exactly the right moment. It won’t be long in coming.|12-19-2014|libra
375|Honesty is always the best policy even though it does not always go down well with those you are being honest about! It’s not your fault if others get upset with what you have to say this weekend – it’s their fault for making mistakes.|12-20-2014|libra
376|Force yourself to be positive about what you have to do during the early part of the week. There may be a dozen more interesting things you would rather be doing but duty comes first even though it’s the holiday season.|12-21-2014|libra
377|A personal issue that has been causing you problems will take a turn for the better, though it may take a few days to get going. The most important thing is that you don’t try to hang on to what is now moving out of your life.|12-22-2014|libra
378|Don’t worry too much if others go out of their way to poke holes in your plans today – they just want to make sure you know what you are doing. You don’t need anyone’s permission to follow your dreams. Go it alone if you have to. |12-23-2014|libra
379|Make time for family members today and make sure they know how much you love them. Too often you take it for granted that they know what’s in your heart but it won’t hurt to be a bit more emotionally expressive.|12-24-2014|libra
380|You may not like it that rivals have the upper hand at the moment but appearances can be deceptive and before the day is over you will have won back your favored status. The simple fact is you are tougher than they are – and smarter too. |12-25-2014|libra
381|If you try to help someone out today but they reject your advances don’t take it personally. Most likely they are under so much pressure at the moment that they cannot think straight. They will ask you for help sooner or later. |12-26-2014|libra
382|Go out of your way to be nice to friends and family over the next 48 hours. Not that you are not nice to them usually but this weekend you will get the chance to overcome differences and difficulties once and for all. It’s worth the effort.|12-27-2014|libra
383|Aim for quality rather than quantity over the next few days. It’s good to be enthusiastic but if you take on too much as you go into the new year you will struggle later when, inevitably, your motivation begins to wane. Pace yourself.|12-28-2014|libra
384|Try not to dwell on negative news. The planets warn you are taking a situation far too seriously, certainly more seriously than anyone else is taking it. If it does not bother the people it most affects then why should it bother you?|12-29-2014|libra
385|It may be a bit quiet for your tastes at the moment but don’t worry because things will speed up and heat up considerably towards the end of the week. Between now and then get plenty of rest – chances are you are going to need it.|12-30-2014|libra
386|Be careful when listening to what other people tell you, because they may not be telling you the whole truth. You may be in a party mood at the moment but that does not mean you can throw caution to the wind. |12-31-2014|libra
387|Jupiter, planet of expansion, will bring a change of fortunes early in the new year, and a lot more fun as well. Ring in 2015 in the company of friends and expect to be showered with good things over the next few days. |01-01-2015|libra
388|Some kind of upheaval is likely over the next 24 hours but it need not be as bad as it sounds. In fact it could be quite beneficial, especially if you are one of those Librans who find it hard to express their feelings. |01-02-2015|libra
389|Venus, the planet of love, moves into one of the best areas of your chart this weekend. Everyone knows you can be assertive but how many know you can be romantic too? Someone fortunate person is about to find out! |01-03-2015|libra
390|Focus on affairs of the heart and don’t worry too much about what’s going in your work or career. Monday’s full moon is sure to have some of your colleagues acting strangely but it won’t last, so don’t be offended. |01-04-2015|libra
391|There are so many changes taking place now that you may feel a bit insecure. That is entirely natural and certainly not an excuse to start feeling sorry for yourself. Libra is a cardinal sign, so step up and show your leadership qualities. |01-05-2015|libra
392|What is right for other people won’t necessarily be right for you today, so don’t follow their example just because you think it is expected of you. Libra is an Air sign, which means you have a mind of your own. Don’t forget to use it. |01-06-2015|libra
393|Someone you don’t always get along with will be unusually friendly towards you today and you are right to be a bit suspicious. According to the planets they are up to no good, so be on your guard at all times. |01-07-2015|libra
394|Whatever disagreements or differences of opinion you may have had with friends or family members in recent weeks you can quite easily iron them out now. Make the first move and let it be known you don’t hold a grudge. |01-08-2015|libra
395|Everyone has limits, even a Libra, and if you stay within them nothing much will go wrong today. But if you get the idea that you can do anything you like, then you could make a fool of yourself – and you hate being laughed at. |01-09-2015|libra
396|Anyone who tries to tie you down to one place and one activity over the next 48 hours is doomed to fail. You are determined to move about a bit and see new places and meet new people. Anyone who tries to stop you is a bore.|01-10-2015|libra
397|You will have to work on something that does not interest you much this week but make a good job of it anyway. Important people are watching and if they like what they see you will get more interesting jobs in the future. |01-11-2015|libra
398|The tougher the challenge the more you like it and that’s just as well because the planets indicate you will be put to the test over the next few days. Just make sure you don’t take on too much. Know your limits and respect them.|01-12-2015|libra
399|What happens today may surprise you but with your ruler Venus on good terms with Uranus, planet of disruption, it will also change your life in interesting ways. Don’t hold on so tightly to the past – the future is where it’s at. |01-13-2015|libra
400|Everything seems to be going so well at the moment that you may get a bit suspicious and start wondering if it’s all too good to be true. On the contrary, colleagues and relatives will do anything for you, so enjoy it. |01-14-2015|libra
401|You will have to do something you don’t want to do today and most likely you will let everyone know – loudly – that it’s not your idea of fun. But you will do it anyway because you have your reputation to think of. Be professional.|01-15-2015|libra
402|You will be less inclined to worry about your cashflow situation today and over the weekend and that’s good. The only danger is you could go from one extreme to the other and start spending money like it grows on trees. It doesn’t. |01-16-2015|libra
403|The Sun in Capricorn at this time of year makes it a complete waste of time arguing with people, both at home and at work. No matter how sure you are of the facts they are simply too stubborn to recognize the truth. |01-17-2015|libra
404|Some way, some how you will make a big improvement in both your personal affairs and your working environment over the next few days. But if you really want to change things you must first change your attitude. Be positive. |01-18-2015|libra
405|You need to get the balance right between being assertive and being passive. Cosmic activity in your fellow Air sign of Aquarius will see to it that the right opportunity arrives at the right time – and you must react to it in the right way.|01-19-2015|libra
406|You can change a number of things over the next few days but if you really want a better day-to-day experience you must change your attitude. The way you see the world determines what kind of world it is going to be.|01-20-2015|libra
407|A friend may want you to join them in some sort of social event today but don’t force yourself if you don’t feel up to it. Cosmic activity in the wellbeing area of your chart means you need rest and relaxation, not more stimulation. |01-21-2015|libra
408|If you restrict yourself to one way of completing a task you will get bored and either make a poor job of it or give up on it altogether. Keep yourself interested by varying your routine and setting yourself challenging targets|01-22-2015|libra
409|Give a friend or family member the benefit of the doubt today, even if you suspect they are telling you lies. According to your solar chart you won’t lose out financially or emotionally, so why make an issue of it?|01-23-2015|libra
410|Others may be striving to get ahead this weekend but your aims are more humble: you will be happy to get through the next 48 hours unscathed. For best results, don’t take life too seriously – treat it all as a bit of a game.|01-24-2015|libra
411|Let loved ones know how much they mean to you and let them know you will always be there for them. Also, don’t use work as an excuse for not being able to spend quality time at home. You’re doing too much already. |01-25-2015|libra
412|Your logic circuits don’t seem to be functioning as they should at the moment, most likely because mind planet Mercury is in one of its retrograde phases. If in doubt, listen to what your inner voice is trying to tell you. |01-26-2015|libra
413|Venus, your ruler, moves into the wellbeing area of your chart today, making this the ideal time to take stock of your health and your fitness and decide what changes need to be made. They won’t have to be too drastic.|01-27-2015|libra
414|You may not be entirely enthusiastic about what you are expected to do today but if you are smart you will do it anyway and do it well. Others look up to you as someone who can be relied on. Don’t disappoint them. |01-28-2015|libra
415|Because the Sun is moving through the most creative and dynamic area of your chart you won’t find it hard to start something special. Don’t listen to those who tell you to limit your ambitions, listen to your instincts – and follow them. |01-29-2015|libra
416|One way or another you will soon be moving up in the world, which is good news for you but bad news for your rivals who will be moving down. Don’t waste time feeling sorry for them. Would they feel sorry for you if the roles were reversed?|01-30-2015|libra
417|Venus, your ruler, links with Neptune this weekend, so it might be wise to keep a low profile and conserve your energy, especially on the work front. Next week could be challenging, so save your best stuff for when it matters. |01-31-2015|libra
418|You can ask almost anything of almost anyone this coming week and chances are you will get it. Cosmic activity in your fellow Air sign of Aquarius makes you even more persuasive than usual – don’t let that talent go to waste.|02-01-2015|libra
419|Anyone who thinks they know you will be mightily surprised today as you do the opposite of what they predicted. Whether you do it for fun or whether you do it for a reason, they won’t take you for granted in a hurry again. |02-02-2015|libra
420|Today’s full moon may bring a sense of urgency to your tasks but you still need to plan carefully or you could make a serious mistake. You don’t want to upset someone whose support could be crucial to your long-term success.|02-03-2015|libra
421|If you start something new today you must expect it to take up a lot more time and energy than you expected. But in a way that’s good because it means you will have less time and energy to waste on trivial things.|02-04-2015|libra
422|You are on the verge of giving up on something that you just can’t seem to crack. What you don’t realize is that you are closer to a breakthrough than you have ever been before. Hold on a little longer – you’re almost there. |02-05-2015|libra
423|Your principles may cost you money today but you are not the sort to abandon your standards for financial reward. More to the point, you are not the sort to admit you got it wrong once you have adopted a certain position! |02-06-2015|libra
424|Try not to get uptight if you come across someone whose lifestyle and beliefs you disapprove of this weekend. If they really offend you that much just stay out of their way. Alternatively, try getting to know what they’re really like.|02-07-2015|libra
425|There are so many interesting things going on in your world at the moment that it would be a crime to waste time wondering what others are playing at. Don’t think about them, think about yourself and what you are hoping to achieve. |02-08-2015|libra
426|Tell the truth as you see it. There will be a lot of noise and confusion over the next few days and much of it will be designed to lead you away from what is really going on – but you are not so easily fooled. |02-09-2015|libra
427|Don’t blame yourself unduly for some kind of mistake – either it wasn’t your fault at all or it was the kind of thing that can happen to anyone at any time. You never claimed to be perfect, so others cannot demand it of you.|02-10-2015|libra
428|Your latest project will be a resounding success, despite recent setbacks. Don’t worry that you have not made as much progress as you would have liked in recent weeks – there is still plenty of time to get it right. |02-11-2015|libra
429|Can you trust what someone tells you? According to the planets the only way to find out for sure is by doing what they say and seeing what happens. If they do let you down you won’t ever give them another chance.|02-12-2015|libra
430|You will find it easy to forgive other people’s mistakes today but not so easy to forgive your own. The trouble is you have set such high standards for yourself there are bound to be times when you cannot live up to them.|02-13-2015|libra
431|A friend will do something that annoys you this weekend and you won’t let the incident pass without comment. Hopefully they will get the message and back off, but if they don’t try not to make a war of it – it’s really not such a big deal.|02-14-2015|libra
432|Something you thought was hugely important will turn out to be of no importance at all around the time the Sun changes signs in midweek. Once you realize how easily you got it wrong you won’t make the same mistake twice. |02-15-2015|libra
433|You will learn a lot about certain people this week, especially people you share your life with on a day-to-day basis. But you will learn more if you adopt a spirit of detachment. In other words, don’t take what you see and hear personally. |02-16-2015|libra
434|The Sun is about to move into the most hard-working area of your chart but that does not mean you have to do everything yourself. Spread the load over the next few days, otherwise come the weekend you may have no energy left. |02-17-2015|libra
435|Try not to push yourself quite so hard over the next few days. You can save a lot of time and energy by learning from other people’s mistakes – unless, of course, you are the kind of Libra who enjoys making your own.|02-18-2015|libra
436|Something you are told may not ring true but don’t dismiss it out of hand. Conversely, something else you are told may seem obvious but don’t accept it without question. The only thing you can be sure of today is that nothing is for certain.|02-19-2015|libra
437|As Venus, planet of love, moves into the relationship area of your chart today it’s likely you will meet someone who gets your pulse racing. That’s great but don’t get carried away – yet. Are they more than just a passing fancy? Time will tell.|02-20-2015|libra
438|Like it or not you are not in the driving seat at the moment and will have to wait and see what other people do before deciding your own moves. The good news is they will likely do exactly what you were hoping they would. |02-21-2015|libra
439|Cosmic activity in the area of your chart that governs your daily routines will pile on the pressure over the next few days – but you can handle it. If you work hard during the day you will have the perfect excuse to party at night. |02-22-2015|libra
440|You may have to postpone something you were looking forward to either today or tomorrow but looking back from the end of the week you will be quite relieved you never got started. The universe is clearly trying to protect you. |02-23-2015|libra
441|Your mind may be sharp and clear at the moment but that does not necessarily mean the conclusions you reach will be right. A lot depends on whether the facts and figures you are working with can be trusted. Wherever possible, do your own research.|02-24-2015|libra
442|Forget about duties and responsibilities and do what makes you happy. The simple fact is you are not in the mood for work and if you try to force yourself to do things that don’t inspire you the end result will be frustration and tears. Relax. |02-25-2015|libra
443|You will get the chance today, tomorrow and over the weekend to make serious progress in a creative endeavor of some sort. But however well it goes don’t get carried away because there is a lot of work to do yet – it’s still early days.|02-26-2015|libra
444|You cannot solve your problems by throwing lots of cash at them – if anything that will just make matters worse. According to the planets it won’t be long before a better way presents itself, so give it time – and don’t worry so much.|02-27-2015|libra
445|For reasons you cannot explain you have got a bad feeling about what a friend or colleague is proposing to do. Most likely your sixth sense is trying to tell you that it is not a good idea. How can you make them see that too?|02-28-2015|libra
446|You will have to make some sort of detour this week and you could end up miles out of your way. Don’t worry about it though because wherever you go the scenery will be inspiring. There’s a lot of the world you still have to see.|03-01-2015|libra
447|If you have a good idea you must let others know about it, especially people whose support can help you turn it into a reality. Don’t keep your schemes and dreams to yourself: they are big enough for everyone to share in. |03-02-2015|libra
448|You won’t hesitate to get involved in some kind of dispute today, even if it has nothing to do with you. Just make sure you know your facts before delivering opinions you have not been asked for. Or do you like looking silly?|03-03-2015|libra
449|You will get along with just about everyone today, both on a personal and a professional level. Today’s links between Venus, your ruler, and Jupiter and Uranus will encourage you to see the best in people – all people, not just the ones you like.|03-04-2015|libra
450|Try not to provoke any arguments or showdowns today, because while the moon is full you are unlikely to be on the winning side. This is one of those occasions when the best approach by far is to keep a low profile.|03-05-2015|libra
451|If the only way to get what you want today is to reveal something about yourself that you would prefer to keep secret then maybe you are on the wrong track. According to the planets you may get the worst of the deal, so think again.|03-06-2015|libra
452|Follow your heart this weekend, no matter where it might lead you nor what others might have to say about it. Finding happiness is not about career success or making more money, it’s about being true to who and what you really are. |03-07-2015|libra
453|Friends and relatives will be even more demanding than usual this week – they seem to believe you exist purely to do things for them. At some point you are going to have to burst their bubble. Make it sooner rather than later.|03-08-2015|libra
454|Look for ways to co-operate with colleagues and people in positions of power. You have wasted enough time and energy trying to outdo each other, now you must go right the other way and work together as a team. Don’t laugh – it IS possible. |03-09-2015|libra
455|Make an effort to talk to loved ones and work colleagues and find out what they think and how they feel. Cosmic activity in your opposite signs of Aries means that if you are nice to other people they will be nice to you.|03-10-2015|libra
456|A relationship that has been going through a rocky phase needs to be dealt with once and for all. Cosmic activity in your opposite sign of Aries suggests it may be better to call it a day – but ultimately only you can decide.|03-11-2015|libra
457|Don’t take anything on trust today – check once, check twice, then check a third time just to be sure. Whatever you are planning you must make sure you have covered all the angles because the smallest overlooked detail could trip you up.|03-12-2015|libra
458|Common sense should tell you that certain routines and methods are not working as well as they should and what happens over the next two or three days will surely confirm that. Look for ways to update how you do things.|03-13-2015|libra
459|The problem you are struggling with is actually quite simple – it is your negative attitude that makes it look difficult! Try looking at life from a wider perspective and soon you will see that your “problem” is nothing of the sort.|03-14-2015|libra
460|You will accomplish more over the next few days if you don’t take life so seriously. Setbacks are a fact of life but you don’t have to let them get to you. What happened to that Libran sense of balance? It all comes right in the end. |03-15-2015|libra
461|Make sure you know what you are getting into today because if you let other people take charge and decide what you will be doing you could end up in a place you don’t really want to go. It may be better to just stay at home. |03-16-2015|libra
462|How you react to people today and tomorrow will to a large extent determine how well you do financially and career-wise over the next few months. Go out of your way to find solutions to existing problems rather than create new ones.|03-17-2015|libra
463|Tread carefully when dealing with partners and loved ones over the next 24 hours because even little things are likely to set them off. The last thing you need now is to spend your precious waking hours trying to calm them down.|03-18-2015|libra
464|Work and health matters will be uppermost in your mind today and tomorrow, which is good because you have been overdoing it of late. Put your physical wellbeing ahead of everything else. What use is success if you are too tired to enjoy it?|03-19-2015|libra
465|The Sun’s change of signs today means you are halfway through your solar year: a good point to look back and take stock of how far you have come. Only then will you be in the proper position to see how far you have still to go. |03-20-2015|libra
466|It might be an idea to take it easy this weekend, especially if you overdid it last weekend. Usually you start fast and run out of steam before the end. Over the next 48 hours, start slow and be there to challenge at the finish. |03-21-2015|libra
467|What changes can you make today so that tomorrow is not so fraught with anxieties? Your mind is clearer now than it has been for weeks, if not months, so one way or another you are sure to come up with a workable solution. |03-22-2015|libra
468|Your head may be full of big ideas but the planets warn this is not a good time to push too hard. You will achieve more in the long-term if you go with the flow rather than try to direct it over the next few days. |03-23-2015|libra
469|Don’t be too eager to uncover other people’s secrets or they may start digging around in your affairs – and who knows what they might find! No matter how interesting they may be there are some things that should always stay hidden.|03-24-2015|libra
470|One of the things you are good at is inspiring people to improve themselves and over the next few days you will help at least one friend, and maybe several, do more and do better. They will love you for it, even more than they do now.|03-25-2015|libra
471|You have been worrying about your money situation for no good reason and over the next few days you will see solutions where before you saw only problems. But that is not an excuse to go on yet another spending spree.|03-26-2015|libra
472|A new relationship will start today or over the weekend. It may or may not be romantic in nature but whatever guise it takes it will be fun. This is also a good time to interact with large groups of people. Do some charity work.|03-27-2015|libra
473|You will have to pull out of a social event you were looking forward to this weekend but although it may cause a certain amount of friction it’s the best thing to do. You have far more important things to worry about. You can party later.|03-28-2015|libra
474|Go out of your way to heal a rift with a partner or loved. It might be hard for you to say sorry, especially if you believe that you are the one who has been wronged, but is it really so important? Make the first move. |03-29-2015|libra
475|Is there some overall goal you are working towards in life? If there is, you will take a giant step closer towards it today. If not, now is the time to decide who or what you should devote yourself to – besides yourself, of course! |03-30-2015|libra
476|Make sure you know what is expected of you before signing up for something new. You may feel you can handle whatever fate sends your way but the planets warn that some deals are best avoided, no matter how enticing they may look. |03-31-2015|libra
477|You will need to read between the lines today because what someone is trying to tell you is simply not true. You like to believe the best of people, of course, but this is one of those occasions when you need to be suspicious.|04-01-2015|libra
478|You may have no idea how you reach certain conclusions today but don’t doubt them for a moment. Your mind is open on a much higher level now, so insights of one sort or another are to be expected – and embraced.|04-02-2015|libra
479|No matter how fast you may be traveling at this moment in time you must cut back on your speed over the next 48 hours. Tomorrow’s lunar eclipse in your sign makes accidents more likely then usual, so take care.|04-03-2015|libra
480|Because today’s lunar eclipse takes place in your sign you will easily get irritated with people who do not seem to share your energy and enthusiasm. But is it they who are dragging their feet or is it you who is being impulsive? Think about it.|04-04-2015|libra
481|Now that communications planet Mercury is moving through your opposite sign you should find it easier to deal with partners and loved ones. You will certainly be able to see things more from their point of view, which always helps. |04-05-2015|libra
482|Don’t do what other people expect you to do – do what appeals to you, for whatever reason. If you let partners and colleagues dictate terms they will, and you can be sure they won’t be as favorable to you as they could have been. |04-06-2015|libra
483|Try not to get annoyed if someone whose support you rely on opposes you in some way today. They are entitled to their point of view and if they disagree with you they have a duty to say so. Maybe you should listen.|04-07-2015|libra
484|This is one of the best times of the year for relationships, so don’t worry if you have not seen eye to eye with certain people of late because your differences are trivial. You are still very much on the same level mentally and emotionally.|04-08-2015|libra
485|The ball is very much in someone else’s court at the moment and all you can do is wait to see how they are going to play it. Don’t get impatient if they take their time about it because that will encourage them to go even slower.|04-09-2015|libra
486|Open up and reveal your true feelings today. If you are not happy with something, or someone, then say so. Don’t make it hard for others to read your mood. Let them know how you feel and what it is you need. You will get it.|04-10-2015|libra
487|You should have plans to be on the move over the next 48 hours because with Venus, your ruler, moving into the most adventurous area of your chart you are sure to have fun and meet special people – maybe even The Special One.|04-11-2015|libra
488|Can you trust what other people tell you? It depends when you ask. Midweek, when your ruler Venus opposes Saturn, is the time to be careful: don’t take anything on trust around this time. Check everything yourself – once, twice, then once again.|04-12-2015|libra
489|It may be time to get yourself free of a relationship that used to hold you up but is now holding you back. Only you can choose what your next step is going to be but once you have made your choice you must be decisive. |04-13-2015|libra
490|If you think you are owed something, be it money, respect, or whatever, you can get it today. Mercury will help you find the words that can persuade others to give you what you desire. They simply won’t dare tell you “no”.|04-14-2015|libra
491|A task you were not looking forward to won’t be as bad as you thought it would be – in fact, once you get going it may be enjoyable. That’s good, because the more you smile the happier those around you will be as well.|04-15-2015|libra
492|Have a good time today. Go out and enjoy yourself. But watch how much you spend and watch who you spend it on, because some of your so-called friends will bleed you dry if you let them. Save some cash for the weekend. |04-17-2015|libra
493|Partnerships, including affairs of the heart, are well starred this weekend, so make sure you do things with your nearest and dearest, because the time you spend in each other’s company is of huge importance. What you do together lasts forever.|04-18-2015|libra
494|Make sure you set your own targets for the week ahead. Others may say that some of your aims are impractical, and maybe they are, but don’t let that stop you. You won’t know what you are capable of until you try. So try! |04-19-2015|libra
495|The Sun leaves the relationship area of your chart today but that is not an excuse to pay less attention to the one you love. Show a little passion over the next 24 hours. They need to know you still care. And you do.|04-20-2015|libra
496|Make your own value judgments today. What others say may be interesting but it is essential that you follow your instincts rather than follow the herd. As a rule, when the mob says one thing most likely the opposite thing is correct.|04-21-2015|libra
497|You know exactly what you should be doing, even though you might find it hard to explain to others why you are doing it. But don’t let it worry you. Partners and loved ones will soon see there is method in your apparent madness.|04-22-2015|libra
498|If you ask someone for a favor today chances are they will be more than willing to help you out. But don’t expect to get what you want for free – you will have to do something for them in return. Find out what it is first.|04-23-2015|libra
499|There are ways to get what you want without turning people against you, so watch what you say and do and, especially, try to avoid treading on the toes of those who can tread back just as hard. Look for solutions, not confrontations.|04-24-2015|libra
500|The most important thing now is that you believe in yourself and that you don’t let others talk you into settling for average or second best. Your dreams may seem out of reach to them but no way are they out of reach to you. |04-25-2015|libra
501|A major change in your circumstances needs to be acknowledged and accepted this week. The fact that you have new obligations is a reason for cheer, not dismay. You said you wanted something new in your life – well here it is! |04-26-2015|libra
502|If you hesitate for even a moment today you could miss out on an opportunity that may not come again for a very long time. No matter how tiring your weekend may have been make sure you stay alert over the next 24 hours.|04-27-2015|libra
503|You seem to be having trouble at keeping a desire of some sort under wraps. Perhaps you should take the hint and let everyone know about it. According to the planets others will applaud you for being so open and honest.|04-28-2015|libra
504|Relationships of all kinds are under favorable stars right now, so even if there have been a few harsh words of late you can, if you wish, patch things up and be friends again. Sometimes a little falling-out can lead to big love.|04-29-2015|libra
505|Despite what some people might believe you rarely think only of yourself and you will get the chance to prove it over the next two or three days. You are at your best when fighting on the side of truth and justice. But always fight fair.|04-30-2015|libra
506|This is a good time to be on the move but if work and family commitments keep you stuck in one place you can at least make vacation plans for later in the year. Go somewhere exotic, somewhere that excites and inspires you. |05-01-2015|libra
507|The more so-called experts urge you to take a certain course of action the more wary you should be, especially if they try to convince you there is no way you can lose. Your instincts are telling you a different story. |05-02-2015|libra
508|You will be incredibly decisive over the next few days but you need to be careful too. The full moon demands that you act for a reason and not merely to impress other people. Save some energy for later in the week. |05-03-2015|libra
509|This could be a lucky day for you but it could also be the kind of day when what you gain with one hand you squander with the other. If you find you have more cash than you expected put it away for the proverbial rainy day. |05-04-2015|libra
510|Friends will make all sorts of promises over the next 24 hours but if you expect them to deliver you may be disappointed. They are not trying to cheat or mislead you as such but the simple fact is they have promised too much.|05-05-2015|libra
511|Do what you feel like doing today and ignore those who say you are doing it wrong or that you should be doing more for other people. The fact is you have done your share and have every right to reward yourself with something good.|05-06-2015|libra
512|Work and romance will go well together over the next two or three days – you don’t have to choose between them. Use your Libran charms to influence people in positions of power. Is it fair to do so? Of course it is.|05-07-2015|libra
513|It will pay you to keep your opinions to yourself today, especially on the work front where your know-it-all attitude is unlikely to go down too well. The best way to fall out with powerful people is to make them look stupid. |05-08-2015|libra
514|Something is wrong and needs to be put right. You know what it is and you know what must be done but do you have the courage to make changes? Of course you do. Librans know that everything must balance out in the end. |05-09-2015|libra
515|You may get more than you bargained for on the work front this week but you will handle it with ease. Now that Mars is moving in your favor again there is precious little you cannot do – and that applies to your love life too. |05-10-2015|libra
516|You may be tempted to own up to some kind of indiscretion, simply to get rid of the guilt feelings you have been carrying round, but is that such a good idea? Some things are best not spoken about at all, for everyone’s sake. |05-11-2015|libra
517|There is no point trying to relax now that Mars, planet of energy, is moving into your fellow Air sign of Gemini. There are so many things you want to do and so many people and places you want to see. Go for it!|05-12-2015|libra
518|Ideas will come thick and fast today but to make the most of them you will have to be selective. You won’t get far if you try to follow up on each and every one of them – it’s simply not possible. Do less, or think less!|05-13-2015|libra
519|Let others take care of you for a change. Life has been tough of late and you deserve a break – in fact you deserve a vacation. You will be working hard again soon enough, so take it easy while you can and don’t feel guilty about it.|05-14-2015|libra
520|Whatever challenges come your way today you will deal with them with ease. This is one of those occasions when you need to be tested, when you need to be pushed to your limits and beyond. And what a Libra needs a Libra gets.|05-15-2015|libra
521|A wonderful link between your ruler Venus and Neptune, planet of imagination, means you will come up with some great ideas this weekend. Some of them may seem a bit outlandish but don’t reject them – they could make you a fortune.|05-16-2015|libra
522|The planets warn you have been far too generous of late. You have given too much of your time, energy and money and now you are beginning to feel the effects. Call a halt now and start building up your reserves again. |05-17-2015|libra
523|Try not to focus too intently on your own affairs today or you will miss what is going on in the world around you. You can learn a lot from what partners and colleagues say and do, and even more from the mistakes they make. |05-18-2015|libra
524|You may have strayed a little off course of late but don’t worry about it. What happens today will point you in the right direction and make you realize that you are really not that far away from where you should be.|05-19-2015|libra
525|Put your worries behind you and let a big smile spread across your face. Once the Sun moves into your fellow Air sign of Gemini tomorrow there will be no holding you back – it will be love and laughs all the way.|05-20-2015|libra
526|There were times of late when you did not have the first idea what was going on but now the Sun is moving in your favor again you will see with the utmost clarity – and what you see will most likely delight you.|05-21-2015|libra
527|Someone in a position of authority may be annoying but you need to remember that they have more power than you. You won’t have to agree with every word they say but you will sometimes have to make it look as if you agree.|05-22-2015|libra
