|horoscope|pub_date|zodiac
341|Whatever else you do or don’t do over the next seven days you must finish what you started. Make use of the Sun’s final days in your fellow Water sign of Scorpio to bring a creative project to a successful conclusion. Get it done – now.|11-16-2014|pisces
342|Your daydreams could get you into trouble today, especially if you take them too seriously. Some things are meant to be acted on and some things are meant to remain in fantasy land. Keep your imagination under control over the next 24 hours.|11-18-2014|pisces
343|Be smart and introduce new methods into your daily routine. If you can do that then what you feared would take days or even weeks to complete can be dealt with in a matter of hours, leaving you more time to do what you really enjoy.|11-19-2014|pisces
344|It may at times seem as if you are the only one who thinks logically but something will convince you today that you are not alone, that others share your values and opinions. Even if they don’t it doesn’t matter – you’re right and that’s it|11-20-2014|pisces
345|If there is something you want to say then now is the time to say it. It does not matter how many people your words may offend, you have a duty to tell the truth as you see it – and the fact is you see it better than most.|11-21-2014|pisces
346|You may feel you don’t have what it takes to fill a certain role but that isn’t true and with the Sun and moon highlighting the career area of your chart this weekend you really must have more confidence in yourself. Don’t think, just go for it. |11-22-2014|pisces
347|The best way to approach a work problem is to act as if it is not a problem at all. A confrontational attitude will only cause more discord, so pretend that everything is sweetness and light and, in time, maybe it will be.|11-23-2014|pisces
348|It may be tempting to confront someone who has been giving you a hard time but the planets warn you should leave it until later in the week. Mercury’s change of signs on Friday is the signal to speak up – and answer back.|11-24-2014|pisces
349|You know exactly what needs to be said or done to restore harmony at home or at work, so get on with it. The people you have fallen out with want to get things back to normal too, so make the first move and let them respond. |11-25-2014|pisces
350|You may be convinced that you are in the right about something but the planets warn you should not push your case too hard over the next 24 hours. If others can’t see the truth then they are the ones most likely to suffer for it.|11-26-2014|pisces
351|Someone is clearly determined to make your life difficult but you won’t overcome them by direct confrontation. Find ways you can influence their behavior in more subtle ways. Is there something you know about them you can use as a lever? |11-27-2014|pisces
352|What happens today will give you the sense of perspective you have been lacking in recent weeks. You may have to admit, if only to yourself, that a wrong turning has been taken. It’s no big deal – the journey matters more than the destination.|11-28-2014|pisces
353|You may be eager to push ahead with a new plan or project but it seems not everyone shares your enthusiasm. Should that worry you? No it should not. In fact on this occasion it is probably better if you travel alone. |11-29-2014|pisces
354|It may be the case that someone is holding back information and not letting you in on what you need to know. You are well aware who that someone is, the question is: what are you going to do about it? Find out the details from another source.|11-30-2014|pisces
355|You like to do things to help other people and you will get the opportunity today. However, with mind planet Mercury at odds with your ruler Neptune make sure those you help really are in need, and not just faking it! |12-01-2014|pisces
356|The Sun in Sagittarius has a tendency to make you fret about your career but there is really no need. Whatever changes may be happening in your working environment they will be good for you in the long-term, so quit worrying.  |12-02-2014|pisces
357|What are your expectations? Are they realistic? It is important that you think about these questions because over the next few days your goals are sure to be challenged. Don’t be afraid to change them if they don’t come up to scratch.|12-03-2014|pisces
358|What occurs over the next 24 hours will remind you that not everything in life is as permanent or predictable as you might like it to be. That may sound ominous but don’t worry – changes will be very much to your liking. |12-04-2014|pisces
359|Most likely you will exchange a few heated words with someone today and the bad feeling will continue through the weekend. But it’s no big deal. Full moons have a way of raising tensions and it will all be over come the start of next week. |12-05-2014|pisces
360|If it annoys you that someone seems determined to get you involved in an issue you have no real interest in then maybe you should be blunt and tell them to give it a rest. You are under no obligation to support their cause.|12-06-2014|pisces
361|Honesty is not only the best policy for the upcoming week, it is the only policy if you are to earn the trust of other people. Don’t worry that what you have to say may sound harsh or ungrateful, just say it and welcome the consequences.|12-07-2014|pisces
362|You may be one of the more sensitive members of the zodiac but you can be tough when the occasion calls for it, and it will call for it today. On the work front especially others will get the message that you’re not such a wimp after all. |12-08-2014|pisces
363|You need to deal with a situation that has been bothering you for several weeks. It may require you to make a decision that is in some way final (and that scares you) but what can you do when the alternative is more sleepless nights? |12-09-2014|pisces
364|Put your worries behind you and have fun with your friends. Some people, inevitably, will say you are neglecting your responsibilities but you can safely ignore them. You desperately need to take a break – and few would dispute you deserve it.|12-10-2014|pisces
365|The more others say that what you are trying to do is impossible the more determined you will be to prove them wrong. Your confidence may waver a bit towards the end of the day but by then you should have reached your goal. |12-11-2014|pisces
366|You don’t have to pretend that a certain task comes easy to you when, in fact, it is a major struggle. No one expects you to get it right the first time, so do your best and be pleased with that. Others will be pleased with you too. |12-12-2014|pisces
367|Whatever you are working on this weekend you are advised to pace yourself sensibly because if you get carried away and move too fast you could run out of steam before the project is finished. There’s no rush, so don’t impose unnecessary deadlines.|12-13-2014|pisces
368|The planets warn you need to be careful where money and business matters are concerned. You should be especially cautious about what profits you can expect. You know the old saying: don’t count your chickens before they have hatched.|12-14-2014|pisces
369|A rival will throw down a challenge today and if you are smart you will pick it up and throw it right back at them. Most likely they will be so surprised that they immediately back off. If they don’t, you must back up your words with action. |12-15-2014|pisces
370|You may have to react to a series of minor crises today. Eventually it will dawn on you that most of them are of your own making, but will you wise up before you have wasted an entire day’s worth of time and energy? |12-16-2014|pisces
371|Anyone who dares to disagree with you today is going to wish they had kept their opinions to themselves. You are in no mood to listen to criticism, not even from those whose input you value. You know what you are doing. |12-17-2014|pisces
372|You won’t find it hard to persuade partners and colleagues to follow your lead today but make sure it is persuade – not force. If you push others in directions they don’t want to go they will drag their feet and kick up an embarrassing fuss. |12-18-2014|pisces
373|You can use your power to force someone to do your bidding today, or you can use your charm to persuade them to cooperate. It’s up to you which you choose but common sense says the latter is likely to be less problematic.|12-19-2014|pisces
374|If you make a wish over the next 48 hours there is every chance that it will come true early in the new year. The cosmic vibrations are working very much in your favor at the moment, so wish away. What have you got to lose?|12-20-2014|pisces
375|The more you focus on a problem the more of a problem it seems to become – so why not ignore it for a while and see what happens? Chances are you will forget all about it before the week is more than a few hours old.|12-21-2014|pisces
376|You will get the red carpet treatment wherever you go today – everyone thinks you are special. But you cannot possibly accept every invitation that comes your way, so be selective and don’t worry if you have to let some people down. |12-22-2014|pisces
377|If you find it hard to discuss things in a civilized manner with certain people then the best thing to do is to stay out of their way. You may have the best arguments but they don’t want to be told, so don’t waste your time on them. |12-23-2014|pisces
378|You will find your second wind in the final few days of the year but right now you are advised to take life at a sensible pace, especially if you are hosting friends and family over the holiday period. Don’t try to do everything yourself. |12-24-2014|pisces
379|You are brimming with confidence at the moment and your rampant self-belief will make things happen as if by magic. No task is too much, no challenge is too tough. You will find yourself surrounded by admirers and wannabe new friends. |12-25-2014|pisces
380|Neptune in your birth sign means you are at your best when you let the caring, sharing side of your nature come to the fore. Don’t worry that some people might take advantage of you – that’s a problem for their conscience, not yours. |12-26-2014|pisces
381|Whatever upheavals you were forced to go through in recent weeks the worst is now definitely over and what happens over the next 48 hours will give you cause to believe that 2015 will start on a high note. It’s okay to smile. |12-27-2014|pisces
382|If your sixth sense tells you that something is not quite right over the next few days you must listen to it and take extra care. Facts and figures may tell you one thing but they should never be allowed to overrule your intuition.|12-28-2014|pisces
383|You are worrying about something that on most other occasions would not bother you in the slightest. It could be you are imagining things but more likely it is your inner voice trying to tell you something important. So listen.|12-29-2014|pisces
384|It’s not your way to be overtly ambitious but an event has inspired you and you are determined to make something good of it in the new year. Set your sights high and promise yourself that whatever obstacles you face you will triumph in the end. |12-30-2014|pisces
385|Don’t let friends or relatives pressure you into doing something you don’t care for today. See in the new year the way you want to see it in, even if it means turning down a party invitation that everyone else is buzzing about. |12-31-2014|pisces
386|According to the planets you need to be less forgiving today, especially when dealing with people who clearly could not care less about your feelings. Start the new year the way you mean to go on: put your own interests first on every occasion. |01-01-2015|pisces
387|A new year is a great time for starting something fresh, especially if it involves other people and in some way or other expands your understanding of the world. A new hobby will bring a great deal of pleasure over the next few weeks. |01-02-2015|pisces
388|You may find it hard to trust other people but if you let go and let friends and work colleagues guide you then the next few days will bring some nice surprises. Not even a Pisces can know it all or do it all, so lighten up. |01-03-2015|pisces
389|Someone you have worked well with on creative projects in the past may not be so easy to work with over the next few days, but don’t let it worry you. Maybe you both need to do your own thing for a while. |01-04-2015|pisces
390|Certain things in your world are changing and there is nothing you can do to stop it. Nor is there any reason why you should want to. Be positive and believe that what happens is for the best, for you and for everyone.|01-05-2015|pisces
391|Mixed signals are likely today and you could find yourself laughing when others expected you to be sad. It may be embarrassing but no great harm will come of it so long as you say sorry the moment you realize you got it wrong.|01-06-2015|pisces
392|The most important thing now is that you have faith in your own abilities, even if some people have made it clear they think you are taking on too much. Success depends on may things but most of all it depends on confidence. |01-07-2015|pisces
393|Even if you are the kind of Pisces who tends to keep your opinions to yourself you won’t hesitate to speak your mind today – and quite right too. The one thing you can’t stand is injustice and you won’t turn a blind eye to it.|01-08-2015|pisces
394|Everyone wants to please you, everyone wants to be your friend, which is nice. But don’t let it blind you to the fact that you may have to make some unpopular calls over the next few days. “Nice” doesn’t pay the bills. |01-09-2015|pisces
395|If you find your way blocked over the next 48 hours just use your imagination and find a way to go round the obstacle. There is no set path for the journey you are on, so be bold and try something different. It will be fun.|01-10-2015|pisces
396|With Mars moving into your sign on Monday you will have no trouble thinking fast and acting fast. And that’s because you don’t have time to hang around – you have important things to accomplish and the clock never stops ticking.|01-11-2015|pisces
397|Something you start over the next few days is destined to be of major importance to you over the coming year. Mars in your signs means you will outshine rivals and make a name for yourself. Make sure you are famous – not infamous. |01-12-2015|pisces
398|The message of the stars today is that you should finish what you have already begun rather than start something new. That applies to all areas of your life but especially to your working environment. Call a halt to new commitments.|01-13-2015|pisces
399|You will receive good news today but for some strange reason you may find it hard to believe. The planets indicate that no one is trying to deceive you, so take what you hear on trust and, more importantly, act on it. |01-14-2015|pisces
400|With Mars in your sign you refuse to accept second best, which is good, but as Mars squares up to limitations planet Saturn today you do have to recognize that people in positions of power need to be respected – and sometimes obeyed. |01-15-2015|pisces
401|If someone tries to do you a favor don’t automatically assume that it’s some kind of scam. Despite what the headlines might suggest there are still a lot of genuine people out there in the world and you will meet one of them today. |01-16-2015|pisces
402|You are determined to be useful. You are determined to make a difference. Which is great, of course, but be selective about what you do and who you help this weekend. Not every cause, or person, is worthy or your assistance. |01-17-2015|pisces
403|You will be in a thoughtful mood during the early part of the week and that’s good because the more you think things through now the more likely it is they will go right for you later. Good thoughts are never wasted.|01-18-2015|pisces
404|You may not be your usual sociable self today but in a way that’s good because you need to spend some time in your own company. Think about the direction your life is going – and consider what changes may be necessary later in the year. |01-19-2015|pisces
405|You will be in a thoughtful mood today and that’s good because the more you think about certain issues now the more likely it is they will work out for you later. Good thoughts, like good deeds, are seldom wasted. |01-20-2015|pisces
406|Do you listen to someone who claims to know what is going on or do you listen to that small voice inside your head that says they are talking rubbish? You know the answer to that one already. Trust your instincts today. |01-21-2015|pisces
407|Make it your aim over the next two or three days to finish something you started a long time ago. You may have to shut yourself away and be unsociable for a while but you really do need to focus and get it done.|01-22-2015|pisces
408|If you have a secret – and you do – you must keep it to yourself. It may be about someone you don’t really care about but if it becomes public knowledge you will be the one who gets blamed for the consequences.|01-23-2015|pisces
409|This won’t be a wild weekend for you – in fact it will be rather sedate. That’s okay, in fact it’s good. A lot has happened in recent weeks and you need time to mentally and emotionally digest the meaning of it all. Take your time. |01-24-2015|pisces
410|The entry of Venus into your sign on Tuesday means that life is going to get a lot better over the next few weeks. Always do your best and always think the best of other people, even though they sometimes do stupid things. |01-25-2015|pisces
411|You will have to deal with someone’s negative emotions today, without getting negative or emotional yourself. Whatever happens, either at home or at work, keep smiling and keep believing that your life is charmed – because it is. |01-26-2015|pisces
412|Venus, planet of harmony, moves into your sign today and almost immediately you will feel a sense of relief. Has anything actually changed? In the physical sense, probably not, but mentally and emotionally you are far more balanced.|01-27-2015|pisces
413|The course of action you are about to take won’t meet with everyone’s approval but you don’t care about that. Too many times in the past you let other people’s opinions affect your ambitions – but this time you’re doing it your way. |01-28-2015|pisces
414|Put the past behind you and start again with a more positive attitude. Get over any guilt feelings you have about the things you should have done – and the things you should not have done. Life is for love and laughs, not tears. |01-29-2015|pisces
415|Your luck is well and truly in at the moment and if you don’t believe that now you will believe it over the weekend. Ask yourself what you would attempt to do if you knew that success was guaranteed – then do it and enjoy the rewards. |01-30-2015|pisces
416|You are good at some things but not so good at others, so focus on the former and let the latter take care of themselves. No one expects you to be an expert at everything so why expect it of yourself? Delegate what you’re not good at. |01-31-2015|pisces
417|You will know instinctively this week if what you are being told is the truth or a lie. Your sixth sense is so sharp that you pick up the tiniest changes in tone and body language. No lie detector machine is as sensitive as you!|02-01-2015|pisces
418|If someone annoys you today just turn your back and walk away. If you allow yourself to get drawn into an argument you will get angry and say things you might later wish you had kept to yourself. They’re not worth the hassle. |02-02-2015|pisces
419|You may be convinced that your way of looking at something is correct but someone else is equally convinced that they are right and you are wrong. If you can agree to disagree, fine. If not, stay out of their way. |02-03-2015|pisces
420|The only thing you are interested in now is the truth and you will do whatever it takes to get it. Maybe that is why certain people look so worried. Maybe they don’t want you to know what they have been up to!|02-04-2015|pisces
421|You owe someone a favor and you will be expected to repay it over the next 24 hours. There may be other things you would prefer to be doing but they went out of their way for you so do the same for them. |02-05-2015|pisces
422|You may feel a bit run down today but don’t let it worry you because things are not as bad as they seem. What little things can you do to make yourself feel comfortable? Then do them. It’s the little things that matter. |02-06-2015|pisces
423|Anything to do with love or art or beauty will go well for you this weekend. Venus in your sign, allied to passion planet Pluto, will inspire you to give of your best in any and every way possible. Be amazing.|02-07-2015|pisces
424|Don’t bother asking other people for their ideas this week because all you will get is a dozen or more conflicting opinions. Be brave and follow what your instincts tell you, even if it turns everyone else against you. |02-08-2015|pisces
425|You need to explain to friends and relatives why you have done certain things. What your motives were is actually of secondary importance, what matters most is that they can see it is part of some kind of plan and not just random.  |02-09-2015|pisces
426|Someone will be vocal in their criticism of you today but there is no need to get alarmed, still less to get angry, because they mean well. Listen to what they have to say and accept that at least some their criticisms are valid. |02-10-2015|pisces
427|You will learn something you find hard to believe today but there it is in front of you and cannot be denied. It has in fact been in plain sight for quite a while, which begs the question: how did you manage to miss it. |02-11-2015|pisces
428|No matter how many things you may have on the go at work you must take care of the needs of loved ones first. You may be intensely ambitious but if your home life isn’t happy it’s unlikely you will be at your best.|02-12-2015|pisces
429|If you need to be alone with your thoughts by all means go off on your own for a while. You don’t have to make excuses to those who were hoping for the pleasure of your company. It’s good to keep them wanting more.|02-13-2015|pisces
430|There is a danger now that you could be a little too confident about money matters and start spending the stuff as if your bank account is a bottomless well. It isn’t. At the very least keep something in reserve to cover unexpected bills.|02-14-2015|pisces
431|The Sun moves into your birth sign on Wednesday and from that day on your confidence and your lust for life will come flooding back. Don’t think you have to do everything at once though – pace yourself sensibly throughout the week. |02-15-2015|pisces
432|Your outlook on life will change beyond recognition over the next few days. In recent weeks you have questioned your aims and ambitions and come to the conclusion that you should be aiming much higher. Strive to reach your full potential.|02-16-2015|pisces
433|Your energy levels are high but you can’t seem to decide what you should be doing with it all. That’s okay, in fact it’s good. The Sun’s move into your sign tomorrow will bring new challenges and new opportunities. Today, rest while you can. |02-17-2015|pisces
434|This is a hugely important day for you. Not only is there a new moon but the Sun’s move into your sign means a new start is possible. How and where in your life would you like to wipe the slate clean? So do it!|02-18-2015|pisces
435|If you are asked to give more than you think is fair today you must speak up about it. Let others know you are not an easy touch and you will not be taken for a ride. If it means you fall out with someone, so be it. |02-19-2015|pisces
436|You may lose your cool about something that on most occasions would not bother you in the slightest. If you do flare up for no good reason calm down as quickly as you can and have the good grace to admit you went over the top.|02-20-2015|pisces
437|Start something new this weekend, something that is likely to bring you fame and fortune later in the year. Positive activity in your birth sign means the universe is very much on your side at the moment. Milk it for all it is worth! |02-21-2015|pisces
438|The Sun in your birth sign suggests that if you want to change your life for the better you won’t be short of options over the coming week. The most important thing is that you forget about the past and think only of the future. Be positive. |02-22-2015|pisces
439|Don’t worry if your latest project does not seem to be making much progress – there is a good cosmic reason why you are being held back. Most likely you need to let the idea mature in your mind for a little while longer. |02-23-2015|pisces
440|If someone asks you to help with a cause that is close to your heart you will, of course, do so eagerly. But before you part with your time or your cash find out if they know what they are doing. Deal with professionals, not amateurs.|02-24-2015|pisces
441|Something that has been worrying you for ages will worry you no longer come the end of the week. Cosmic activity in and around your birth sign means your outlook on life is changing for the better. Your worries are not worth worrying about.|02-25-2015|pisces
442|You will get advice from all directions today and if you are smart you will ignore it all. You already know what it is you should be doing and all you need now is the courage to get on with it. Start now, this very minute.|02-26-2015|pisces
443|Someone you live or work with will try to take liberties over the next 24 hours and although you are probably not that bothered you must not let them get away with it. If they can do it once they will try it on again and again.|02-27-2015|pisces
444|You can accomplish something remarkable this weekend but you need to be focused and you need to devote every moment to the task at hand. Ask yourself: do you have the desire and the staying power to see it through to the end?|02-28-2015|pisces
445|The full moon in your opposite sign of Virgo on Thursday will bring a partnership matter to a head. The good news is it won’t be as bitter as you thought it might. You have both made mistakes, so admit them and move on. |03-01-2015|pisces
446|You need to reveal more of your feelings. One of the reason others don’t know how to take you is because you have been wearing your deadpan face for so long they fear it might now be for real. It’s not, so get rid of it. |03-02-2015|pisces
447|You know what you want and you know how to get it and anyone who stands in your way won’t be standing for long. You may be gentle by nature but every now and again you go right the other way and just take what you desire.|03-03-2015|pisces
448|If you don’t like the way those around you are doing things then you must speak up about it, especially if you fear their mistakes could cost you money. And if they won’t listen? Then maybe it is time to say goodbye.|03-04-2015|pisces
449|Yes, of course, you have big plans, but have you thought them through properly? Today’s full moon in your opposite sign suggests you may have missed something of importance. A second opinion from someone you trust would be a good idea.|03-05-2015|pisces
450|If you want to make changes then now is the time. No matter how laid back a Pisces you happen to be today’s Sun-Pluto link will spur you into action and you will get so many things done. If only you could be this dynamic every day!|03-06-2015|pisces
451|You will be remarkably easygoing this weekend: no matter how badly other people may behave you won’t hold it against them. Either you are a saint or you are too caught up in your own dream world to care – most likely the latter!|03-07-2015|pisces
452|You need to find ways to improve your finances and with Mars so active in the money area of your chart over the next few days you won’t lack for ideas. Just be careful you choose the right ones. This is not a good time to gamble.|03-08-2015|pisces
453|What you own and what you earn is on your mind constantly at the moment but don’t worry yourself sick about it. There are more important things in life than dollars and cents, so keep a sense of perspective and find reasons to smile. |03-09-2015|pisces
454|Do you have what it takes to succeed? Of course you do. You may be a Pisces, one of the nicest signs in the zodiac, but that does not mean you cannot be ambitious too. If a promotion offer comes your way today you must take it.|03-10-2015|pisces
455|You don’t lack for courage at the moment but the planets warn you could easily stray over the line into recklessness. They also warn that friends and finances won’t go well together over the next 24 hours, so keep them well apart.|03-11-2015|pisces
456|Try not to get too hung-up on your long-term career plans. Yes, of course, you can and you must keep moving in your favored direction but there is no need to be so rigid about it. There is more than one route open to you now.|03-12-2015|pisces
457|Mind planet Mercury movies into your sign today, making it so much easier to decide what it is you want and what you are willing to do to get it. Never doubt that your desires are valid – and never stop looking for ways to meet them.|03-13-2015|pisces
458|Try not to take anything too seriously this weekend because the planets warn if you focus your mind too rigidly in one direction you could miss out on something more enjoyable that is happening in a different direction. Think lucky and you will be lucky.|03-14-2015|pisces
459|You will be a lot more assertive than usual over the next few days, most likely because you can sense that time is running out and you need to make your play quickly. That may be true but don’t forget that quality counts for more than quantity. |03-15-2015|pisces
460|Don’t cut corners and hope no one notices, because they will. You may be slipping behind and need to catch up but there is a right way and a wrong way to do it. The approaching eclipse will give you that extra surge of energy you need. |03-16-2015|pisces
461|Put financial considerations first today, especially if you are the kind of Pisces who usually does not have a clue how much is coming in and how much is going out. Cut back on unnecessary spending now or suffer later on.|03-17-2015|pisces
462|Avoid taking any kind of gamble today, especially with money, because Mercury linked to Neptune in your sign means there is no telling how it will work out – you could be a big winner or you could be an equally big loser. Why risk it?|03-18-2015|pisces
463|Tomorrow’s eclipse in your sign means that now is the time to go for glory. No matter how many times you have tried and failed before you WILL succeed now, so be positive and believe, really believe, that you are about to make the big time. |03-19-2015|pisces
464|It’s time to get serious about your dreams and ambitions. Look at the plans you have made in recent weeks and ask yourself if you are aiming too high or aiming too low. Most likely it’s the latter. Raise your sights and your game will follow. |03-20-2015|pisces
465|You need to question your priorities, especially those to do with your career and your money situation. You will get the chance to change things over the next few weeks but there is no point changing anything until you know what you really want. |03-21-2015|pisces
466|With Mercury in your sign linked to power planet Pluto you will think fast and act decisively over the next 24 hours. It would be great if you could be this dynamic every day but you can’t so make the most of it now. |03-22-2015|pisces
467|The universe wants you to throw caution to the wind and do something that takes everyone by surprise. Sometimes you can seem so laidback that others doubt you will ever be dynamic enough to succeed – but you’re about to prove them wrong. |03-23-2015|pisces
468|This is a good day to get out and about, to see and be seen. If you make new friends over the next 24 hours – and you surely will – they may well become friends for life, because you have so much in common.|03-24-2015|pisces
469|You will reach an important decision concerning your career over the next 24 hours and although not everyone will agree with the route you choose you know it is the right one for you. Take what it is you want from life. |03-25-2015|pisces
470|You will find it much easier now to express yourself and others will find it easier to understand what you are trying to say. Your difficulties stem entirely from poor communications, but as from today the words will start to flow again.|03-26-2015|pisces
471|You will find it difficult to make up your mind about something today but that may actually be a good thing. According to the planets it will pay you to put off making a decision about a work or money matter until early next week.|03-27-2015|pisces
472|Jupiter, planet of good fortune, is undergoing one of its retrograde phases, which means you cannot take your luck for granted. Enjoy what happens over the next 48 hours but make plans for when times are not so good as well.|03-28-2015|pisces
473|Try not to be so secretive about your feelings. According to the planets a certain person is as attracted to you as you are to them but, like you, they are not sure how to break the ice. Find out what lights their fire – and give it a try. |03-29-2015|pisces
474|It does not matter that you have made some kind of mistake, what matters is that you learn from it. Don’t be too stubborn to admit that you got it wrong, it’s no big deal. You are human like everyone else and mistakes are an integral part of life on this planet. |03-30-2015|pisces
475|Mars in the communications area of your chart makes it easy to say the kind of things that get you noticed, but don’t say too much or you might attract the kind of attention you don’t enjoy. Do you really want everyone to know your secrets? |03-31-2015|pisces
476|Time is moving on and the world is moving with it – so why are you standing still? Your attachment to the past is understandable but the best way to enjoy happiness and success is to earn them anew each and every day.|04-01-2015|pisces
477|If you are finding it hard to make up your mind about something then don’t force it. Others may be pushing you to make a quick decision but only because it benefits them in some way. Your inner voice is telling you to wait.|04-02-2015|pisces
478|Make sure your ego needs come first over the next 24 hours. You may be the type who worries more about other people than you do about yourself but you have needs and desires like everyone else. Make sure they are satisfied.|04-03-2015|pisces
479|If you make life difficult for someone this weekend they will go out of their way to make life difficult for you later on and, on balance, you will fare worse. You won’t get anywhere by being aggressive. Try working as a team.|04-04-2015|pisces
480|A commitment you made recently now doesn’t seem such a good idea and you may be wondering how to get out of it. Don’t worry, Monday’s Sun-Uranus link will throw everything up in the air again and provide you with a get-out clause. |04-05-2015|pisces
481|You don’t have to ask permission to make the changes you need but you do have to accept that not everyone will be happy with them. Also, the planets warn that the changes you make will be irreversible, so think before you act.|04-06-2015|pisces
482|Little things will rub you up the wrong way in a big way over the next 24 hours. Others may say you are overreacting, and maybe you are, but you are also right to get annoyed. It is the little things that mean the most.|04-07-2015|pisces
483|Some people say you should speak softly and carry a big stick but why do you need a stick when you know you can charm anyone you please? Your way with words is all the protection you need. There is magic in your voice.|04-08-2015|pisces
484|Start something new today, something that will make you popular and make you some serious money. But don’t get impatient. This is a long-term project and it will take time to grow. Think long-term. Think of it as an investment.|04-09-2015|pisces
485|Your viewpoint on an important issue will change dramatically over the next 48 hours – you may even end up at the opposite end of the opinion spectrum to where you are now. But that’s okay, you are allowed to change your mind. |04-10-2015|pisces
486|Aim to spend as much time as possible with loved ones over the next 48 hours. Remember too that no one is more important than those with whom you share a family bond. Your fates are entwined, so do what it takes to make it work.|04-11-2015|pisces
487|Partners and relatives will be extremely demanding over the next few days – and you won’t mind one bit. You like to feel needed and the kind of problems they come to you with will be the sort you know how to handle.|04-12-2015|pisces
488|What those around you say is going on may not be what is really going on, so use your Pisces powers of perception to find out what the true story is. Are they trying to keep things from you? Yes, most likely they are. |04-13-2015|pisces
489|If you need to say sorry for something you did earlier in the month then say it now. Venus in the domestic area of your chart means others will happily forgive and forget, but only if you are prepared to make the first move.|04-15-2015|pisces
490|Let someone you respect and admire know how much they mean to you. You have benefited a lot from their advice and assistance in recent weeks and it is only right that you acknowledge that fact. Buy them lunch, or even dinner.|04-17-2015|pisces
491|Try to avoid extremes this weekend because if you get carried away you could end up out of pocket financially and maybe out of favor with employers and other important people. Have fun by all means but watch what you say and do. |04-18-2015|pisces
492|The most important thing now is that you make a decision and stick to it, even if you have doubts about it later on. It does not actually matter if it is right or wrong, it matters only that you are consistent in your actions. |04-19-2015|pisces
493|The time has come to forgive and forget. The Sun moves on today and so must you – there is simply no point hanging on to disputes that belong in the past. It’s not about yesterday any more – all that matters is today and tomorrow.|04-20-2015|pisces
494|You will be confronted with a very tough challenge today and you will deal with it with ease. That might surprise those people who have only ever seen the softer side of your nature but there is a core of steel running through the Pisces personality.|04-21-2015|pisces
495|Make sure your opinions are heard over the next 24 hours, because if you don’t speak up you could find that matters you have an interest in move in a direction you don’t want them to go. Don’t be shy – shout if you have to.|04-22-2015|pisces
496|You don’t need to pound rivals into submission, not when your way with words is such that you can sweet talk them into doing whatever it is you desire. Whether your words are sincere is another matter entirely, of course.|04-23-2015|pisces
497|You have been far too nice of late, so now you need to even things up and make sure you get what you desire, regardless of whether others think you should have it. You are in control now, so make sure you are the one who wins.|04-24-2015|pisces
498|You need to be absolutely sure that you won’t be out of pocket if you go along with what friends are planning this weekend. You will happily give up your time but if cash is involved you can and you must give it a miss. |04-25-2015|pisces
499|Someone who is older and wiser will give you some good advice this week and if you are smart you will listen and learn. There are certain mistakes you don’t have to make – and won’t make if you choose to not let your ego get in the way. |04-26-2015|pisces
500|Try not to let your imagination get the better of you today, because once it heads off in a crazy direction it may be hard to bring it back to reality. The next few days are about keeping your feet on the ground, not your head in the air.|04-27-2015|pisces
501|Deals and negotiations of all kinds will go well today – you know just when to act tough and just when to make concessions. If you listen to that small voice inside your head there is no way you won’t come out a winner.|04-28-2015|pisces
502|Travel and social activities are under excellent stars right now, so don’t sit at home thinking about what amazing things might be going on some place else – get up and get out and find out for yourself. Move fast, mentally and physically.|04-29-2015|pisces
503|If you have something important to say you are advised to keep it short and sweet. The people you have to deal with, especially at work, are easily bored and will lose interest quickly if you spin things out too long. Get to the point.|04-30-2015|pisces
504|A needy individual may get on your nerves but being the nice guy you are you will do what you can to help them. But make sure they know that this is not going to become a regular thing. Sooner or later they have to get a grip.|05-01-2015|pisces
505|Where both family and career issues are concerned it might be wise to bend a little this weekend. Others may be rather demanding but if you help them out now they will assist later on when the roles are reversed. Invest in goodwill. |05-02-2015|pisces
506|Decide what needs to be done, then get on and do it. Some people may say you are moving too fast and taking too many risks, and maybe you are, but what fun would life be without stepping into the unknown occasionally? |05-03-2015|pisces
507|You have far too much going on in your life and today’s full moon will in some way or other shake things up and make you realize you need to cut back on your commitments. It should always be about quality, not quantity. |05-04-2015|pisces
508|Your mind may be full of big ideas right now but you must keep your feet on the ground. Most importantly, don’t commit yourself to any new plans or projects unless you know you will have the time to do them justice.|05-05-2015|pisces
509|You may think that if you don’t act fast someone else will beat you to a prize that should have been yours – and maybe you’re right, maybe they will – but is it really so important? You don’t have to be this competitive.|05-06-2015|pisces
510|Someone new on your social scene will get your heart beating faster today. Could a new romance be forming? Maybe, maybe not, but there is certainly a psychic link between you, a karmic connection that neither can ignore.|05-07-2015|pisces
511|Why are you worrying so much? Whatever the reason – assuming there is a reason – you need to get over it because there is so much you could be doing with your life now. And remember, even negative events can have positive results.|05-08-2015|pisces
512|It does not matter how much you give some people they still want more. Maybe you should take the hint and finally accept that this one-way street of you giving and them taking cannot go on. Cut the knot that binds you this weekend. |05-09-2015|pisces
513|Try not to get too possessive over something that is not really yours to own. You should know by now that the more you try to hold on to possessions the more likely they are to slip from your grasp, so hold it gently. |05-10-2015|pisces
514|Others may not agree with what you intend to do today but that won’t worry you in the slightest. Too often lately you have allowed others to control your behavior because you did not want to rock the boat. Now give it a really good shake! |05-11-2015|pisces
