|horoscope|pub_date|zodiac
341|You are so close to fulfilling an ambition that you may be a bit fearful that something will go wrong at the very last moment. Don’t worry, it won’t. Even if you encounter an obstacle this weekend your momentum will carry you through.|11-15-2014|capricorn
342|Take advantage of an opportunity that has been around for ages without anyone making the most of it. Tuesday’s link between the Sun and your ruling planet Saturn could bring you fame and fortune but you’ve got to act quickly.|11-16-2014|capricorn
343|You may find it hard to cut back on your social life but you know you have to if you are to make the most of a business opportunity. Friends may be disappointed that you can’t come out to play but there will be other times.|11-18-2014|capricorn
344|You may think if you take a risk it will pay off but can you be certain? Unless you are 100 per cent sure of the outcome you should play safe, at least for the next few days. Saturday’s new moon will turn the tide in your favor. |11-19-2014|capricorn
345|What you do today is maybe not so important, but how you do it certainly is. Throw yourself into a task or a project or a relationship 100 per cent – give it everything you’ve got. Your passion will do your reputation no harm at all.|11-20-2014|capricorn
346|What takes place today and over the weekend will reassure you that things are not as bad as they seem and some of the more serious problems that have plagued you in recent weeks will no longer worry you at all. Time to toughen up.|11-21-2014|capricorn
347|If your instincts tell you a different story to the one that everyone else says is true then trust your inner voice. In the age of mass communication there are times when mass illusion rules and this appears to be one of them. Don’t be fooled. |11-22-2014|capricorn
348|Capricorns can be remarkably sensitive at times but they can also be remarkably strong and over the next seven days your inner strength will be needed on a number of occasions. Others will need to rely on you and you won’t let them down.|11-23-2014|capricorn
349|Don’t worry too much about the purpose of what you are doing – if it makes you happy that is purpose enough. Life may be a serious business but that does not mean you can’t have fun once in a while – like right now. |11-24-2014|capricorn
350|There is a pattern to recent events and if you look carefully you will see what it is. Forces outside your control have been guiding you in a new direction but that is no bad thing. If you go with the flow you will enjoy the ride.|11-25-2014|capricorn
351|The more passionately someone tries to convince you of their honesty the more likely it is they want something from you. There may be a sucker born every minute but you don’t have to be one of them. Keep your money in your pocket. |11-26-2014|capricorn
352|If you have been feeling a bit left out of things lately, don’t worry – what happens today, tomorrow and over the weekend will clue you in to what’s going on and maybe even give you a starring role. You’re never out of the limelight for long!|11-27-2014|capricorn
353|A parting of the ways may be necessary but it does not have to be painful. The simple fact is you have moved on and so have they, but in different directions. That’s okay. Life is a learning experience and you have learned plenty from each other.|11-28-2014|capricorn
354|Strive to be positive this weekend, even if the challenges that face you are daunting. The fact is you have been in this kind of situation many times before and come through unscathed and there is no reason why this time should be different. |11-29-2014|capricorn
355|You may look happy and confident but deep down you are worried about a financial matter. The good news is that when Mars moves into the money area of your chart in midweek you will find the motivation to sort it out once and for all.|11-30-2014|capricorn
356|Something you see or hear over the next 24 hours will inspire you to do more with your life. In a nutshell: if someone who does not possess your talents and advantages can be such a huge success then so can you. |12-01-2014|capricorn
357|The task you have set yourself may be tough but you will find ways to make a success of it. Nothing and no one can beat you so long as you remember that challenge and opportunity are two sides of the same coin. |12-02-2014|capricorn
358|Attitude is everything today and if you approach a troublesome situation in a negative frame of mind you will probably find yourself on the losing side. A positive attitude won’t solve all your problems, of course, but it will certainly help.|12-03-2014|capricorn
359|You are in one of your rare extravagant moods and are determined to indulge yourself, no matter what the cost may be. A few days from now you may regret spending so much on so little, but for now you really don’t care. |12-04-2014|capricorn
360|Try not to focus on details today because if you do you could miss the bigger picture. There is a lot going on behind the scenes at the moment and you will need to look both far and deep to stay one step ahead of your rivals. |12-05-2014|capricorn
361|Try not to let your attention wander. Routine matters may be easy to ignore but they will be difficult to put right if you let things slide. There are no shortcuts to success – only consistent effort will earn you the recognition you crave.|12-06-2014|capricorn
362|Don’t be too critical of someone today because later in the week you will need their assistance and they are unlikely to give it if they think you have been too hard on them. There must be something about them you can praise.|12-08-2014|capricorn
363|You need to put your financial house in order, Yes, you will have to make cutbacks, and maybe even sacrifice something you think of as essential to your wellbeing, but in the long-term it will be worth it. On this occasion, less means more. |12-09-2014|capricorn
364|The entry of love planet Venus into your sign today means you can expect good news concerning a long-term relationship. No matter what difficulties you may be going through now they will ease over the next few days, so lighten up. |12-10-2014|capricorn
365|The most important thing now is that you get your financial house in order and cut back on activities that waste both your time and your money. You know what they are and you know what needs to be done, so get cracking!|12-11-2014|capricorn
366|You may be conservative by nature but that does not mean you cannot change your ways and if you feel that a change is necessary you must make it immediately. You don’t change often but when you do you go all the way.|12-12-2014|capricorn
367|You are worrying too much – again. The trouble with worrying, of course, is that it tends to create negative vibrations, which in turn make it more likely that what you fear the most will come about. Strive to be positive.|12-13-2014|capricorn
368|You may not feel entirely confident in taking on a task you have not been trained for but don’t let that stop you. Act as if you know what you are doing and you will be surprised to discover that it’s really quite easy.|12-14-2014|capricorn
369|Try not to come on too strong today because you could push away people who should be your friends and allies. Authority figures will be more impressed if you balance your drive and determination with a large dose of self awareness.|12-15-2014|capricorn
370|As Mercury moves into your birth sign today you are advised to put a name to your dreams. If there is something you desire now is as good a time as any to be open about it. Your lucky stars could make it happen. |12-17-2014|capricorn
371|The new moon on the 22nd – a day after the Sun moves into your birth sign – will do wonders for your courage and confidence. Between now and then though you are advised to keep a low profile. Save your energy for when it is most needed. |12-18-2014|capricorn
372|You may think that certain people have got it in for you but more likely it’s your imagination playing tricks on you. According to the planets you have nothing at all to fear – and everything in the world to look forward to.|12-19-2014|capricorn
373|The old solar year is almost over and, more importantly, a new one is about to begin. The Sun’s entry into your sign tomorrow won’t solve all your problems at once but it will put them in perspective. They’re not really problems at all. |12-20-2014|capricorn
374|Tomorrow’s new moon in your sign makes this the perfect time to make resolutions for the coming year. Don’t wait for new year’s day like everyone else – decide what it is you want most out of life then promise yourself that you will get it.|12-21-2014|capricorn
375|You can expect some wonderful things to happen this week. Today’s new moon in your sign makes this one of the very best times of the year, especially for creative endeavors and affairs of the heart. Tackle life head on – and love every moment!|12-22-2014|capricorn
376|The tougher the task the more you like it but with your ruler Saturn now moving into the most sensitive area of your chart those tasks won’t always be physical in nature. Get your head together and everything else will fall into place.|12-23-2014|capricorn
377|For best results you should try to be on the move today. If you stay in the same place you could miss out on something special, something that could turn an average day into a wonderful day. Get moving and see where fate takes you. |12-24-2014|capricorn
378|Time spent helping others will not be time wasted – in fact you will benefit too in a number of ways. Someone in your family or social circle desperately needs assistance but is too proud to ask. Luckily you’re the sort who likes to help out. |12-25-2014|capricorn
379|You really should be doing more with your talents. You have what it takes to make a significant mark on the world, so stop hiding in the shadows and step into the light. Do something out of the ordinary and get people talking. |12-26-2014|capricorn
380|The year may be drawing to a close but that does not mean that you should be winding down. On the contrary, there is still so much for you to do. Push yourself even harder this weekend. Create something that is made to last.|12-27-2014|capricorn
381|This is always a special time of year for you but with so much positive cosmic activity as you head into the new year the next few days could be stupendous. Don’t limit your dreams in any way. Believe in them and make them come true.|12-28-2014|capricorn
382|Although the Sun is moving through your birth sign something tells you this is not a good day to take chances, not least because you find it hard to separate fact from fiction. Give it a few days and you can take all the chances you want.|12-29-2014|capricorn
383|You can sense that something extraordinary is about to happen and you are right, it is. It will be more extraordinary still if you throw off your Capricorn caution and push yourself above and beyond your accepted limits. In reality you have no limits.|12-30-2014|capricorn
384|No one is out to get you, so stop looking over your shoulder at every turn. The state of mind you begin the new year in is the state of mind that will stay with you throughout 2015, so be positive. It’s really all good. |12-31-2014|capricorn
385|Take things easy today because come the weekend the pace of life is going to pick up considerably. Give both your mind and body a rest after the exertions of the past few weeks. Your emotions could do with a cooling off period too. |01-01-2015|capricorn
386|The words you use are always important but they have added power at the moment, so think about what it is you most want to accomplish then say what needs to be said to move you closer to that goal. Be loud and proud.|01-02-2015|capricorn
387|You will learn something important from someone you meet socially over the next 48 hours. They may love themselves a little too much for your liking but if you play them along you will learn something to your long-term advantage. |01-03-2015|capricorn
388|A full moon in your opposite sign means you need to deal with a relationship issue that isn’t going to go away on its own. Be honest about what it is you expect of the other person – and demand they be honest with you too. |01-04-2015|capricorn
389|You may be in a positive mood at the moment but not everyone is so fortunate and one particular person desperately needs cheering up. Whatever it is that is wrong help them see it is of no real consequence. You’ll soon have them smiling again. |01-06-2015|capricorn
390|You may worry that you have fallen behind in your schedule but the planets indicate there is plenty of time to catch up. Both in your personal life and at work make this a day of thinking and planning rather than doing. |01-07-2015|capricorn
391|For some strange reason you appear to believe that everyone thinks and feels the same as you but what occurs over the next day or two will put you right. It really doesn’t matter if others disagree with you – you can still be friends.|01-08-2015|capricorn
392|Someone in a position of authority is not convinced that you have what it takes to do a certain task, but you will delight in proving them wrong. Have faith in yourself and give 100 per cent. Come tomorrow they will be your biggest fan. |01-09-2015|capricorn
393|You are in a generous mood at the moment, the kind of mood where you would do almost anything for almost anyone. Notice the word “almost” though. It seems there is still one person you can’t bring yourself to be nice to.|01-10-2015|capricorn
394|You will have all sorts of great ideas this week. Not only that but you will actively look for ways to turn those ideas into realities. Hopefully no one will be foolish enough to try to stop you. If they do it could get messy.|01-11-2015|capricorn
395|You will meet some interesting people over the next few days and that’s good because your focus has been too narrow of late. Chances are you will learn something to your advantage too, so keep your eyes and ears open.|01-12-2015|capricorn
396|Partnerships and relationships are under good stars today but you will only feel the benefit if you make an effort to think – and feel – outside your usual range. It’s not about us versus them, it’s about us and them together. |01-13-2015|capricorn
397|What you most need to realize now is that it is not your job to please someone else – it is their job to please you. Partners and loved ones know exactly what it is you desire – all you have to do is let them give it to you. |01-14-2015|capricorn
398|Travel and social activities are well starred at the moment but watch out you don’t stray too far in the wrong direction. It’s one thing to be adventurous but quite another to be foolhardy, so make sure you always know where you are going.|01-15-2015|capricorn
399|If you gamble on something and win today you would be wise not to go any further. The planets warn that once you are ahead the only way you will stay ahead is by calling it a day and playing safe again.|01-16-2015|capricorn
400|This is an extremely important time for you, not least because the Sun leaves your sign in just three days time. Something you started a few weeks ago must be finished now. If you let it drag on it may never get done. |01-17-2015|capricorn
401|You have so many good ideas rattling around inside your head but now you need to get serious and decide which of them you are going to develop. Money is not the most important indicator, but it’s a good guide to start with.|01-18-2015|capricorn
402|Don’t change things for the sake of it today because almost certainly you will have to change them back again when mind planet Mercury turns retrograde on Wednesday. Be happy with the status quo, at least for the time being. |01-19-2015|capricorn
403|Your head is full of good ideas and some of them may even be great but now you need to get your act together and decide which should be followed up and which should be forgotten. First question: what is likely to make you most money? |01-20-2015|capricorn
404|Don’t take anything at face value over the next 24 hours. As mind planet Mercury begins one of its retrograde phases the more others try to convince you that something is clearly right the more likely it is to be wrong. |01-21-2015|capricorn
405|No one expects you to be perfect, so why do you expect it of yourself? If you have made some kind of mistake then hold your hand up and admit it. In the greater scheme of things it’s really no big deal.|01-22-2015|capricorn
406|No the ends do not justify the means and you need to remember that fact. The more someone tries to convince you that you can do something wrong because it will lead to something right the further the distance you need to put between you.|01-23-2015|capricorn
407|If a friend tries to play on your feelings this weekend that’s a sure sign they want something from you. You may, of course, be happy to give it to them but insist they come clean about their motivations first. |01-24-2015|capricorn
408|You may be worried that you have spent too much in recent weeks but don’t go to extremes and deny yourself. It’s one thing to buy something just because it makes you happy but quite another because you really do need it. |01-25-2015|capricorn
409|Once again you are worrying about something that is not worth the hassle. If something about your cash flow situation is bothering you chances are it is mainly, if not entirely, in your mind. So don’t think, just act instinctively.|01-26-2015|capricorn
410|The whole world could be against you now and it would not worry you in the slightest – your confidence is unshakable. Just be careful you don’t overdo it and create rivals where none need exist. Confidence is one thing, arrogance quite another.|01-27-2015|capricorn
411|You may be tempted to cut corners and do less than your best on a task of some kind today but is that such a good idea? Chances are it will lead to mistakes and those mistakes will cost a lot to correct. Get it right the first time.|01-28-2015|capricorn
412|The most important thing today, tomorrow and over the weekend is that you resist the urge to compare yourself to other people. Life is not a contest where you have to be number one, so set yourself targets based on your own true desires.|01-29-2015|capricorn
413|Certain people may be making life tough for you for no apparent reason but that is no reason to feel sorry for yourself or start complaining that life is unfair. Of course it’s unfair, that’s part of the fun. Rise to the challenge and master it. |01-30-2015|capricorn
414|You would be wise not to take on any new duties over the next 48 hours. You would also be wise not to take your existing duties too seriously. There are more important things in life than worrying about everyday chores.|01-31-2015|capricorn
415|Don’t try to show your feelings for someone by splashing a load of cash on them. Not only is it not what they expect of you but you could put yourself in serious financial difficulties. They already know you love them.|02-01-2015|capricorn
416|Something unexpected will knock you out of your stride today and you will find it hard to get your rhythm back. Which may be frustrating but don’t make a big issue of it – just go off and do something different for a while. |02-02-2015|capricorn
417|If you get conflicting advice concerning business and money matters today you are advised to put off making decisions until later in the week. Don’t listen to those who say you must act now – they are thinking of themselves, not of you.|02-03-2015|capricorn
418|Do not allow yourself to get dragged into a dispute between friends or work colleagues. Even if you get involved out of good intentions you are likely to make an enemy of one side or the other, so keep your distance.|02-04-2015|capricorn
419|Someone will make you a rather tempting offer today but if you are smart you will demand a lot more. According to the planets they want you on board so much they can probably be persuaded to up their offer substantially. |02-05-2015|capricorn
420|If you go to extremes over the next 24 hours you are sure to provoke a strong reaction. Maybe that’s what you are hoping to do but is that wise? Try to find a more socially acceptable outlet for your ambition and aggression. |02-06-2015|capricorn
421|Others can be as miserable as they please this weekend but you intend to have a really good time. Travel and socialize and laugh often. Those around you won’t be miserable for long – how can they be when you’re so full of fun?|02-07-2015|capricorn
422|Weigh your options carefully before taking action this week. It would appear that a rival or competitor has set up a trap hoping you will blunder into it, but you’re not so easily fooled. Maybe you should set a trap for them.|02-08-2015|capricorn
423|You need to let someone know that you are under no obligation to do their bidding. This may come as a surprise to them as you have allowed them to get away with so much, but it’s time to draw a line in the sand. |02-09-2015|capricorn
424|You may find it hard to get a straight answer from a friend or work colleague today but don’t let it bother you. The fact is you don’t need their input, still less their permission, so stop trying to be so polite. |02-10-2015|capricorn
425|Something that has been tormenting you these past few weeks will no longer seem such a problem after today. You will also be delighted to discover that you are not as poor financially as you thought you were. |02-11-2015|capricorn
426|Pace yourself sensibly and don’t force yourself to do things simply because other people expect you to do them. If you don’t have the energy or the inclination to do a certain task then don’t do it. No one can make you.|02-12-2015|capricorn
427|You seem to know just the right thing to say to get people on your side. Make that work in your favor today, especially when dealing with money matters. Your way with words could make you, and save you, a pile of cash.|02-13-2015|capricorn
428|You may feel a bit hard done by, even that certain people are using you for their own ends, but don’t make an issue of it. In a matter of days their power over you will wane and you will be free to chart your own course again.|02-14-2015|capricorn
429|You have become too predictable of late and need to break out of your rut and make your routines less habitual. Start by doing something completely out of character, something you have never done before (and may never do again). |02-15-2015|capricorn
430|It may seem as if you are powerless in the face of forces you don’t really understand but once the Sun changes signs in midweek you will find ways to start fighting back. Make sure you pick the right targets – not everyone is the enemy. |02-16-2015|capricorn
431|You can blame other people for what has gone wrong but wouldn’t it be more honest to look at your own performance first? You don’t usually pass the buck so easily, so why start now? Everyone makes mistakes – yes, even a Capricorn! |02-17-2015|capricorn
432|Aim to be on the move today because it is the people you meet along the way who will make things happen for you. Communications of all kinds will also go well, so let partners and colleagues know what you need.|02-18-2015|capricorn
433|Someone you live or work with will tell you something you don’t want to hear today but deep down you know that it’s true. Swallow your pride and act on the information – it could save you a lot of trouble later on.|02-19-2015|capricorn
434|Mars in the domestic sector of your chart is likely to spark family squabbles of one sort or another but they are really not that important. Also, with Venus working in your favor you can quite easily calm things down. Be the voice of reason.|02-20-2015|capricorn
435|Try not to be too critical of other people today, even if their efforts are not up to your standards. Partners and loved ones need your support, as do the people you work alongside. Boost their confidence, don’t wreck it.|02-21-2015|capricorn
436|Make sure no one is left in any doubt what it is you mean. Words are powerful and if you choose your words wisely over the next seven days there is no telling what you might accomplish. First though, know what it is you desire. |02-22-2015|capricorn
437|What a friend or relative tells you today may not be what you were hoping to hear but it is good advice and if you are smart you will listen and learn. If you are not so smart you could make a big mistake – and learn the hard way. |02-23-2015|capricorn
438|You are having doubts about something that only a short while ago you thought was a great idea. Be don’t give up on it yet, because a few days from now your doubts will be gone and it will be a great idea all over again.|02-24-2015|capricorn
439|If you need to say something difficult, something that might upset a few people, say it now rather than later. The Sun in the communications area of your chart will help you find the words to convey your meaning without being too hurtful. |02-25-2015|capricorn
440|Make the most of your newfound freedom to get out into the world and explore. Do something you have not been able to do for quite some time today. You will enjoy it immensely, especially if others tell you it is still forbidden.|02-26-2015|capricorn
441|Be extra careful when dealing with people in positions of authority today. It does not matter that you are in the right, what matters is that they have the power. Don’t make it easy for them to make life difficult for you.|02-27-2015|capricorn
442|Be careful when dealing with employers and people in positions of authority this weekend because if you say or do something they consider disrespectful they are unlikely to be very forgiving. Don’t pick fights you cannot possibly win.|02-28-2015|capricorn
443|Be nice to everyone, even people you don’t like very much. Someone who is a rival now could become a friend and ally by the end of the week. It seems you have a lot in common – and maybe a common enemy too. |03-01-2015|capricorn
444|You will discover something about a friend that makes you understand why they have been behaving so strangely of late. Keep what you find to yourself. It may be no big deal to you but obviously it is important to them. |03-02-2015|capricorn
445|Some kind of upheaval will take place today and because you like things to stay as they are you won’t be happy about it. However, this particular upheaval comes with an opportunity attached, so stay switched on. You could make some money.|03-03-2015|capricorn
446|If you have something to say make sure you say it loud and clear. Don’t worry that by speaking your mind you might damage your career prospects – it’s a risk worth taking and could actually have the opposite effect. People will admire your integrity.|03-04-2015|capricorn
447|You will find it hard to make up your mind as to what it is you should be doing today but that’s okay. The planets indicate there is no need to rush – in fact the longer you put off making a decision the better.|03-05-2015|capricorn
448|You are in a hugely positive mood at the moment and that’s good because there is so much that needs to be done. But don’t try to do it all in one go because even if you succeed you will exhaust yourself and ruin your weekend.|03-06-2015|capricorn
449|By all means go out and enjoy yourself this weekend. Others may say you are being irresponsible, that there are chores that need to be done, but even if they are right you can quite easily get them done another day. Only do what makes you smile.|03-07-2015|capricorn
450|Someone you live or work with is in need of your help and you will go out of your way to assist them. But make sure they are not taking advantage of you for purely selfish reasons. You can sometimes be too sympathetic for your own good.|03-08-2015|capricorn
451|You may feel out of touch with the spirit of the times but is that such a bad thing? Looking around at the world you might come to the conclusion that the times are not as good as they should be. So how can you make them better? |03-09-2015|capricorn
452|Follow your intuition over the next 24 hours, even if it leads you in a strange new direction. And remember: just because a lot of people are moving down one particular path does not mean it is the right path, at least not for you.|03-10-2015|capricorn
453|There is no point getting involved in something you know you won’t enjoy, so be brave and let those who are trying to persuade you to get involved know that you are having none of it. Always be true to who and what you are.|03-11-2015|capricorn
454|You are in one of your negative moods. You are convinced that the roof is going to fall in on you at any moment. So it will come as a nice surprise today when the roof stays where it is and something wonderful happens instead.|03-12-2015|capricorn
455|Others may be impressed by your air of self-confidence but what they don’t know is that it’s a bit of an act, you don’t feel that confident at all. Having said which, Mercury’s change of signs today will give your self-belief a boost. |03-13-2015|capricorn
456|Something you have been struggling with mentally will resolve itself this weekend. Your mind will come up with the right explanation and you will kick yourself for not having thought of it sooner. Never mind, you know now and that’s what counts.|03-14-2015|capricorn
457|There are so many things you want to say but for one reason or another cannot find the words. Don’t worry, the approaching solar eclipse will help you get your message across – in fact once you start talking you may not be able to stop! |03-15-2015|capricorn
458|Why do some people get hysterical over such minor matters? Why can’t everyone be calm and controlled like you? Whatever the reason it’s unlikely they are going to change, so make allowances and, where possible, stay out of their way. |03-16-2015|capricorn
459|If someone says something that annoys you today you must let them know you are not amused. If you let them get away with it once they will no doubt be tempted to bad mouth you again later on. Nip it in the bud.|03-17-2015|capricorn
460|You may not be in the mood to compromise at the moment but the fact is you are going to have to, especially on the home front where loved ones can dig in their heels just as effectively as you. Meet them halfway.|03-18-2015|capricorn
461|You can sense that something good is going to happen but there is no need to hurry it along. Venus, planet of harmony, in your fellow Earth sign of Taurus means the right opportunity will arrive at just the right time, so be patient.|03-19-2015|capricorn
462|In the wider scheme of things there is no such thing as coincidence and if you feel yourself drawn towards a certain person it is because your fates are connected. Together you can find what apart you have searched for in vain. |03-20-2015|capricorn
463|Partners and loved ones seem to be giving you the silent treatment at the moment. Why? What have you done wrong? The only way you are going to find out is to ask them. Most likely it’s just a misunderstanding. You’ll laugh about it one day. |03-21-2015|capricorn
464|This is an excellent time for all kinds of communications, so get out into the world and mix with as wide a range of people as you can. Don’t stay at home waiting for others to contact you – reach out and make contact yourself. |03-22-2015|capricorn
465|You like to prove yourself but the planets warn you could find yourself up against a force that is too big for even you to tame over the next 24 hours. Don’t upset people in positions of authority – the results could be painful. |03-23-2015|capricorn
466|This is a good time to start something creative or artistic. It may take up a lot of your time and require a considerable input of emotional and physical energy but that’s okay – what you get back will more than balance what you put in.|03-24-2015|capricorn
467|Venus in your fellow Earth sign of Taurus makes it much easier to express your feelings. Just be careful you don’t become infatuated with someone you have been too afraid to approach in the past. Your passion could cause problems. |03-25-2015|capricorn
468|Your confidence is improving and it won’t be long before your positive attitude brings positive results. Both in your personal life and at work people will sense your self-assurance and want to do things for you – and you must let them.|03-26-2015|capricorn
469|The intensity of your emotions could catch you by surprise today, so promise yourself now that you will stay in control and not overreact. If you do go too far you may be a bit embarrassed later when you realize what was said and done.|03-27-2015|capricorn
470|Someone who has helped you in the past won’t be able to help you this weekend, not because they don’t want to but because they have other things to deal with. In a way that’s good – it means you will have to learn to help yourself.|03-28-2015|capricorn
471|You know that a friend needs help and you would like to offer your assistance but their body language says “keep your distance”. There is nothing you can do but to respect their unspoken wish. Maybe they enjoy suffering in silence. |03-29-2015|capricorn
472|Work hard early in the day because the afternoon and evening will bring social opportunities you won’t want to miss. And if you don’t get everything done? Leave it until later in the week. Don’t burden yourself with unnecessary deadlines. |03-30-2015|capricorn
473|Mars in Taurus over the next few weeks will make you energetic in the extreme. Make the most of it to finish a project that should have been completed a long time ago. This could be the last chance you get|03-31-2015|capricorn
474|Mars in the most dynamic area of your chart makes all things possible, so forget about the things that went wrong and focus on the things that are going to go right. This is potentially a great time for you, so seize the initiative.|04-01-2015|capricorn
475|The more others say you should be careful the more determined you will be to take some kind of risk. Are you right or are they right? Only time will tell but, one way or the other, you will have fun finding out.|04-02-2015|capricorn
476|Don’t worry what others might think about what you are planning – if it feels right to you then nothing else matters. The approaching eclipse makes this a good time to rock the boat a bit. It’s unlikely to be you who falls out!|04-03-2015|capricorn
477|You must be totally honest with people you work with this weekend, even if they have the power to make things difficult for you if you fall out. If you bend the truth now it will come back and bite you later in the month.|04-04-2015|capricorn
478|You may take certain issues a bit too seriously over the next few days and arguments are likely, but it’s no big deal. In fact it could work in your favor in that you need to find something to let off steam about. Passion needs an outlet. |04-05-2015|capricorn
479|You will have to deal with some annoying people today but getting angry won’t make things any easier. Yes, of course, it’s a pain when others act slowly or stupidly but not everyone can be as switched on as you. Make allowances. |04-06-2015|capricorn
480|You are reading too many things into too many situations and it’s not healthy. Make it your aim today to think and analyze less and just go with the flow. It may not be your natural way but it is certainly the right way.|04-07-2015|capricorn
481|Try not to let your emotions get the better of you today. That applies to all areas of your life but especially to money matters. With Jupiter, planet of excess, moving through the wealth area of your chart it won’t be difficult to overreact.|04-08-2015|capricorn
482|Try not to be too critical of other people today, because however well meaning your comments may be if they sound too negative they won’t go down well. Loved ones, especially, need your support, not your criticism, so be positive.|04-09-2015|capricorn
483|You may want to help someone in need and you may know what is best for them but that does not mean you should force yourself on them. Some people prefer to suffer in silence than admit they need assistance. Respect their wishes.|04-10-2015|capricorn
484|Try not to get uptight if you come across someone whose attitude you disapprove of. If they really offend you that much just stay out of their way, but if you get chatting you may be surprised to discover you have things in common.|04-11-2015|capricorn
485|Pace yourself sensibly over the coming week and don’t force yourself to do anything simply because other people demand it of you. If you don’t have the desire to do a certain task then don’t do it – no one has the power to force you.|04-12-2015|capricorn
486|Try not to attach too much importance to what you hear from a friend or work colleague today because there is every chance they don’t know what they are talking about. Don’t make important decisions based on dubious “facts”. |04-13-2015|capricorn
487|You can turn almost any situation to your advantage over the next 24 hours. Mars in the most dynamic area of your chart means you are intensely ambitious – and it makes you more passionate than usual. Try mixing business with pleasure!|04-14-2015|capricorn
488|Don’t push yourself too hard or take on any new responsibilities over the next 24 hours – and don’t let other people talk you into doing things that are of no interest to you personally. It’s your life and you should be in control of it.|04-15-2015|capricorn
489|Don’t let anyone tell you that certain things cannot be done. What seems difficult, maybe even impossible, at this moment in time will become much easier when the Sun changes signs on Monday. Life never stands still and neither should you.|04-17-2015|capricorn
490|No matter what happens over the next 48 hours you must not lose your temper. It may be that you have to turn a blind eye to someone who is doing things you know to be wrong but peace of mind is your principal concern.|04-18-2015|capricorn
491|Forget about details and focus on the big questions of life. If possible, find a like-minded soul with whom you can discuss the meaning of the universe. If not, find a quiet spot where you can think about it on your own for a while. |04-19-2015|capricorn
492|Don’t push yourself too hard as the new week begins. The Sun’s move into the most dynamic area of your chart will fill you with energy and enthusiasm but you need to plan a bit too. What is your number one aim? Start working towards it.|04-20-2015|capricorn
493|Think big today, and for the rest of the week. The Sun in your fellow Earth sign of Taurus at this time of year makes all things possible, for you at least, so don’t limit yourself to petty ambitions. Go for gold.|04-21-2015|capricorn
494|The Sun and Mars are all working in your favor at the moment, so decide what it is you most want to accomplish then go all out to make it happen. Affairs of the heart are also well starred. Tell that special someone how much you love them.|04-22-2015|capricorn
495|Seize the initiative today and let everyone around you know that you intend to take what it is you desire rather than wait for others to give it to you. The Sun in Taurus makes all things possible, so there is no excuse for second best.|04-23-2015|capricorn
496|Have confidence in yourself by all means but don’t think that merely by turning up everyone else will back down and make it easy for you to win. They won’t. Confidence is important, of course, but so is having a plan and so is staying power.|04-24-2015|capricorn
497|You will clash with someone this weekend whose opinions you not only disagree with but actually detest and it could be a difficult situation for both of you. Sometimes in life you have to stand up and fight for what you believe in. |04-25-2015|capricorn
498|Anyone who gives you a hard time this week will soon wish they had been nice instead. You are in no mood to give warnings or second chances – the moment they overstep the mark there will be instant retribution. You’re scary when you’re like this! |04-26-2015|capricorn
499|If you take a risk of some kind over money today it may pay off, but even if it does you must not cast aside your usual cautious Capricorn nature. You of all people should know that it’s not about risk, it’s about hard work.|04-27-2015|capricorn
500|You will make efforts above and beyond the call of duty over the next 24 hours. The Sun and Mars in the most dynamic area of your chart makes you feel like you can take on the world and win. And you know what? You can!|04-28-2015|capricorn
501|The cosmic powers that be are very much on your side at the moment. What does that mean in practical terms? It means you can and you should do something memorable, something you will be remembered for in years to come.|04-29-2015|capricorn
502|It is one thing to dream but quite another to turn dreams into reality, so start thinking now about how you can take practical steps to make your current dream come true. You’ve had the inspiration, now what’s needed is some perspiration.|04-30-2015|capricorn
503|A task you have been putting off for ages will have to be dealt with over the next few days. The sooner you get started on it the sooner it will be done and then you can turn your attention to more enjoyable things. Get to it!|05-01-2015|capricorn
504|The problem you will face over the next 48 hours is very similar to a problem you faced a little while ago, so stop worrying and think back to how you got through it before. The past cannot be changed but you can always learn from it. |05-02-2015|capricorn
505|Some people bring out the best in you and others bring out the worst but ultimately only you can decide how to deal with them and what emotions you allow to develop. You are not and never will be a victim, so don’t act like one. |05-03-2015|capricorn
506|The pace of life will be hectic over the next few days and the demands others make of you will be tough. Now that you know that you can plan ahead sensibly and be ready to say “no” when too much is expected of you. |05-04-2015|capricorn
507|Are you feeling lucky? Hopefully you are because your state of mind will very much dictate what you gain, or lose, today. If you believe that you deserve the best then you will get it – it’s your mind that creates your reality.|05-05-2015|capricorn
508|This is generally a positive time for you but you still need to take care where your finances are concerned. Above all you should resist the temptation to spend money on luxuries and other things you know you cannot really afford. |05-06-2015|capricorn
509|Promise yourself here and now that no matter what happens today you won’t take it too seriously. Treat whatever occurs, be it “good” or be it “bad” as part of life’s little game. It’s your attitude that makes your world.|05-07-2015|capricorn
510|Say what you have to say as plainly as possible, so there can be no misunderstandings. That is not, however, an excuse to be rude and antagonize colleagues and friends. Straight talking is an art but it does not have to be a martial art! |05-08-2015|capricorn
511|You may be tempted to give up on a project that seems to have hit a wall but if you do you will regret it later. Keep at it and keep telling yourself it will come right in the end. Since when do Capricorns give in so easily? |05-09-2015|capricorn
512|As Mars moves into your opposite sign over the next few days you must expect partners and colleagues and loved ones to be more assertive than they have been of late. Don’t let them push you around – stand up for yourself. |05-10-2015|capricorn
